Site,Month,Day,Hour,Value,Duration
GZ,5,26,6,65,Valid
GZ,5,26,7,74,Valid
GZ,5,26,8,27,Valid
GZ,5,26,9,40,Valid
GZ,5,26,10,32,Valid
GZ,5,26,11,14,Valid
GZ,5,26,12,30,Valid
GZ,5,26,13,14,Valid
GZ,5,26,14,54,Valid
GZ,5,26,15,29,Valid
GZ,5,26,16,18,Valid
GZ,5,26,17,20,Valid
GZ,5,26,18,20,Valid
GZ,5,26,19,30,Valid
GZ,5,26,20,33,Valid
GZ,5,26,21,33,Valid
GZ,5,26,22,39,Valid
GZ,5,26,23,48,Valid
GZ,5,27,0,30,Valid
GZ,5,27,1,36,Valid
GZ,5,27,2,42,Valid
GZ,5,27,3,40,Valid
GZ,5,27,4,24,Valid
GZ,5,27,5,34,Valid
GZ,5,27,6,8,Valid
GZ,5,27,7,46,Valid
GZ,5,27,8,6,Valid
GZ,5,27,9,35,Valid
GZ,5,27,10,30,Valid
GZ,5,27,11,34,Valid
GZ,5,27,12,45,Valid
GZ,5,27,13,34,Valid
GZ,5,27,14,120,Valid
GZ,5,27,15,59,Valid
GZ,5,27,16,-999,Missing
GZ,5,27,17,17,Valid
GZ,5,27,18,21,Valid
GZ,5,27,19,21,Valid
GZ,5,27,20,22,Valid
GZ,5,27,21,17,Valid
GZ,5,27,22,21,Valid
GZ,5,27,23,14,Valid
GZ,5,28,0,12,Valid
GZ,5,28,1,33,Valid
GZ,5,28,2,23,Valid
GZ,5,28,3,23,Valid
GZ,5,28,4,22,Valid
GZ,5,28,5,27,Valid
GZ,5,28,6,22,Valid
GZ,5,28,7,27,Valid
GZ,5,28,8,27,Valid
GZ,5,28,9,21,Valid
GZ,5,28,10,22,Valid
GZ,5,28,11,27,Valid
GZ,5,28,12,31,Valid
GZ,5,28,13,26,Valid
GZ,5,28,14,22,Valid
GZ,5,28,15,21,Valid
GZ,5,28,16,19,Valid
GZ,5,28,17,21,Valid
GZ,5,28,18,23,Valid
GZ,5,28,19,20,Valid
GZ,5,28,20,15,Valid
GZ,5,28,21,22,Valid
GZ,5,28,22,13,Valid
GZ,5,28,23,21,Valid
GZ,5,29,0,17,Valid
GZ,5,29,1,13,Valid
GZ,5,29,2,15,Valid
GZ,5,29,3,23,Valid
GZ,5,29,4,27,Valid
GZ,5,29,5,27,Valid
GZ,5,29,6,19,Valid
GZ,5,29,7,26,Valid
GZ,5,29,8,27,Valid
GZ,5,29,9,23,Valid
GZ,5,29,10,29,Valid
GZ,5,29,11,28,Valid
GZ,5,29,12,29,Valid
GZ,5,29,13,30,Valid
GZ,5,29,14,29,Valid
GZ,5,29,15,26,Valid
GZ,5,29,16,23,Valid
GZ,5,29,17,20,Valid
GZ,5,29,18,23,Valid
GZ,5,29,19,23,Valid
GZ,5,29,20,24,Valid
GZ,5,29,21,23,Valid
GZ,5,29,22,25,Valid
GZ,5,29,23,20,Valid
GZ,5,30,0,16,Valid
GZ,5,30,1,21,Valid
GZ,5,30,2,22,Valid
GZ,5,30,3,17,Valid
GZ,5,30,4,21,Valid
GZ,5,30,5,21,Valid
GZ,5,30,6,22,Valid
GZ,5,30,7,22,Valid
GZ,5,30,8,20,Valid
GZ,5,30,9,29,Valid
GZ,5,30,10,29,Valid
GZ,5,30,11,30,Valid
GZ,5,30,12,35,Valid
GZ,5,30,13,25,Valid
GZ,5,30,14,20,Valid
GZ,5,30,15,22,Valid
GZ,5,30,16,17,Valid
GZ,5,30,17,11,Valid
GZ,5,30,18,15,Valid
GZ,5,30,19,27,Valid
GZ,5,30,20,24,Valid
GZ,5,30,21,30,Valid
GZ,5,30,22,33,Valid
GZ,5,30,23,33,Valid
GZ,5,31,0,39,Valid
GZ,5,31,1,40,Valid
GZ,5,31,2,35,Valid
GZ,5,31,3,44,Valid
GZ,5,31,4,47,Valid
GZ,5,31,5,53,Valid
GZ,5,31,6,56,Valid
GZ,5,31,7,53,Valid
GZ,5,31,8,46,Valid
GZ,5,31,9,46,Valid
GZ,5,31,10,62,Valid
GZ,5,31,11,62,Valid
GZ,5,31,12,55,Valid
GZ,5,31,13,10,Valid
GZ,5,31,14,14,Valid
GZ,5,31,15,17,Valid
GZ,5,31,16,22,Valid
GZ,5,31,17,6,Valid
GZ,5,31,18,13,Valid
GZ,5,31,19,17,Valid
GZ,5,31,20,17,Valid
GZ,5,31,21,28,Valid
GZ,5,31,22,38,Valid
GZ,5,31,23,36,Valid
GZ,6,1,0,31,Valid
GZ,6,1,1,32,Valid
GZ,6,1,2,31,Valid
GZ,6,1,3,27,Valid
GZ,6,1,4,31,Valid
GZ,6,1,5,35,Valid
GZ,6,1,6,36,Valid
GZ,6,1,7,40,Valid
GZ,6,1,8,40,Valid
GZ,6,1,9,38,Valid
GZ,6,1,10,46,Valid
GZ,6,1,11,26,Valid
GZ,6,1,12,20,Valid
GZ,6,1,13,4,Valid
GZ,6,1,14,7,Valid
GZ,6,1,15,17,Valid
GZ,6,1,16,26,Valid
GZ,6,1,17,33,Valid
GZ,6,1,18,32,Valid
GZ,6,1,19,21,Valid
GZ,6,1,20,21,Valid
GZ,6,1,21,28,Valid
GZ,6,1,22,17,Valid
GZ,6,1,23,10,Valid
GZ,6,2,0,17,Valid
GZ,6,2,1,13,Valid
GZ,6,2,2,15,Valid
GZ,6,2,3,14,Valid
GZ,6,2,4,15,Valid
GZ,6,2,5,16,Valid
GZ,6,2,6,19,Valid
GZ,6,2,7,9,Valid
GZ,6,2,8,15,Valid
GZ,6,2,9,14,Valid
GZ,6,2,10,13,Valid
GZ,6,2,11,14,Valid
GZ,6,2,12,15,Valid
GZ,6,2,13,16,Valid
GZ,6,2,14,9,Valid
GZ,6,2,15,16,Valid
GZ,6,2,16,21,Valid
GZ,6,2,17,20,Valid
GZ,6,2,18,11,Valid
GZ,6,2,19,21,Valid
GZ,6,2,20,20,Valid
GZ,6,2,21,15,Valid
GZ,6,2,22,10,Valid
GZ,6,2,23,22,Valid
GZ,6,3,0,17,Valid
GZ,6,3,1,15,Valid
GZ,6,3,2,15,Valid
GZ,6,3,3,15,Valid
GZ,6,3,4,14,Valid
GZ,6,3,5,16,Valid
GZ,6,3,6,15,Valid
GZ,6,3,7,19,Valid
GZ,6,3,8,17,Valid
GZ,6,3,9,13,Valid
GZ,6,3,10,14,Valid
GZ,6,3,11,15,Valid
GZ,6,3,12,19,Valid
GZ,6,3,13,19,Valid
GZ,6,3,14,16,Valid
GZ,6,3,15,15,Valid
GZ,6,3,16,15,Valid
GZ,6,3,17,13,Valid
GZ,6,3,18,13,Valid
GZ,6,3,19,11,Valid
GZ,6,3,20,22,Valid
GZ,6,3,21,17,Valid
GZ,6,3,22,11,Valid
GZ,6,3,23,17,Valid
GZ,6,4,0,8,Valid
GZ,6,4,1,8,Valid
GZ,6,4,2,14,Valid
GZ,6,4,3,10,Valid
GZ,6,4,4,8,Valid
GZ,6,4,5,11,Valid
GZ,6,4,6,8,Valid
GZ,6,4,7,11,Valid
GZ,6,4,8,13,Valid
GZ,6,4,9,11,Valid
GZ,6,4,10,15,Valid
GZ,6,4,11,24,Valid
GZ,6,4,12,23,Valid
GZ,6,4,13,17,Valid
GZ,6,4,14,22,Valid
GZ,6,4,15,19,Valid
GZ,6,4,16,11,Valid
GZ,6,4,17,15,Valid
GZ,6,4,18,11,Valid
GZ,6,4,19,17,Valid
GZ,6,4,20,23,Valid
GZ,6,4,21,25,Valid
GZ,6,4,22,32,Valid
GZ,6,4,23,32,Valid
GZ,6,5,0,14,Valid
GZ,6,5,1,12,Valid
GZ,6,5,2,12,Valid
GZ,6,5,3,12,Valid
GZ,6,5,4,17,Valid
GZ,6,5,5,12,Valid
GZ,6,5,6,18,Valid
GZ,6,5,7,17,Valid
GZ,6,5,8,20,Valid
GZ,6,5,9,16,Valid
GZ,6,5,10,18,Valid
GZ,6,5,11,24,Valid
GZ,6,5,12,33,Valid
GZ,6,5,13,36,Valid
GZ,6,5,14,31,Valid
GZ,6,5,15,6,Valid
GZ,6,5,16,6,Valid
GZ,6,5,17,6,Valid
GZ,6,5,18,11,Valid
GZ,6,5,19,13,Valid
GZ,6,5,20,22,Valid
GZ,6,5,21,29,Valid
GZ,6,5,22,32,Valid
GZ,6,5,23,38,Valid
GZ,6,6,0,41,Valid
GZ,6,6,1,51,Valid
GZ,6,6,2,50,Valid
GZ,6,6,3,44,Valid
GZ,6,6,4,50,Valid
GZ,6,6,5,48,Valid
GZ,6,6,6,48,Valid
GZ,6,6,7,60,Valid
GZ,6,6,8,71,Valid
GZ,6,6,9,71,Valid
GZ,6,6,10,65,Valid
GZ,6,6,11,64,Valid
GZ,6,6,12,49,Valid
GZ,6,6,13,41,Valid
GZ,6,6,14,33,Valid
GZ,6,6,15,19,Valid
GZ,6,6,16,22,Valid
GZ,6,6,17,13,Valid
GZ,6,6,18,11,Valid
GZ,6,6,19,22,Valid
GZ,6,6,20,40,Valid
GZ,6,6,21,38,Valid
GZ,6,6,22,30,Valid
GZ,6,6,23,30,Valid
GZ,6,7,0,28,Valid
GZ,6,7,1,20,Valid
GZ,6,7,2,12,Valid
GZ,6,7,3,14,Valid
GZ,6,7,4,12,Valid
GZ,6,7,5,10,Valid
GZ,6,7,6,15,Valid
GZ,6,7,7,8,Valid
GZ,6,7,8,8,Valid
GZ,6,7,9,10,Valid
GZ,6,7,10,11,Valid
GZ,6,7,11,14,Valid
GZ,6,7,12,11,Valid
GZ,6,7,13,11,Valid
GZ,6,7,14,10,Valid
GZ,6,7,15,9,Valid
GZ,6,7,16,15,Valid
GZ,6,7,17,7,Valid
GZ,6,7,18,9,Valid
GZ,6,7,19,12,Valid
GZ,6,7,20,11,Valid
GZ,6,7,21,11,Valid
GZ,6,7,22,14,Valid
GZ,6,7,23,9,Valid
GZ,6,8,0,18,Valid
GZ,6,8,1,9,Valid
GZ,6,8,2,9,Valid
GZ,6,8,3,8,Valid
GZ,6,8,4,15,Valid
GZ,6,8,5,13,Valid
GZ,6,8,6,18,Valid
GZ,6,8,7,19,Valid
GZ,6,8,8,14,Valid
GZ,6,8,9,11,Valid
GZ,6,8,10,12,Valid
GZ,6,8,11,21,Valid
GZ,6,8,12,10,Valid
GZ,6,8,13,18,Valid
GZ,6,8,14,13,Valid
GZ,6,8,15,13,Valid
GZ,6,8,16,12,Valid
GZ,6,8,17,18,Valid
GZ,6,8,18,18,Valid
GZ,6,8,19,19,Valid
GZ,6,8,20,16,Valid
GZ,6,8,21,19,Valid
GZ,6,8,22,12,Valid
GZ,6,8,23,14,Valid
GZ,6,9,0,14,Valid
GZ,6,9,1,13,Valid
GZ,6,9,2,12,Valid
GZ,6,9,3,13,Valid
GZ,6,9,4,16,Valid
GZ,6,9,5,19,Valid
GZ,6,9,6,15,Valid
GZ,6,9,7,20,Valid
GZ,6,9,8,16,Valid
GZ,6,9,9,11,Valid
GZ,6,9,10,20,Valid
GZ,6,9,11,20,Valid
GZ,6,9,12,14,Valid
GZ,6,9,13,23,Valid
GZ,6,9,14,16,Valid
GZ,6,9,15,10,Valid
GZ,6,9,16,12,Valid
GZ,6,9,17,16,Valid
GZ,6,9,18,14,Valid
GZ,6,9,19,22,Valid
GZ,6,9,20,19,Valid
GZ,6,9,21,16,Valid
GZ,6,9,22,20,Valid
GZ,6,9,23,13,Valid
GZ,6,10,0,16,Valid
GZ,6,10,1,19,Valid
GZ,6,10,2,15,Valid
GZ,6,10,3,15,Valid
GZ,6,10,4,15,Valid
GZ,6,10,5,16,Valid
GZ,6,10,6,16,Valid
GZ,6,10,7,20,Valid
GZ,6,10,8,16,Valid
GZ,6,10,9,21,Valid
GZ,6,10,10,23,Valid
GZ,6,10,11,22,Valid
GZ,6,10,12,14,Valid
GZ,6,10,13,20,Valid
GZ,6,10,14,17,Valid
GZ,6,10,15,29,Valid
GZ,6,10,16,25,Valid
GZ,6,10,17,17,Valid
GZ,6,10,18,19,Valid
GZ,6,10,19,25,Valid
GZ,6,10,20,32,Valid
GZ,6,10,21,36,Valid
GZ,6,10,22,24,Valid
GZ,6,10,23,24,Valid
GZ,6,11,0,20,Valid
GZ,6,11,1,17,Valid
GZ,6,11,2,18,Valid
GZ,6,11,3,21,Valid
GZ,6,11,4,20,Valid
GZ,6,11,5,19,Valid
GZ,6,11,6,24,Valid
GZ,6,11,7,24,Valid
GZ,6,11,8,19,Valid
GZ,6,11,9,21,Valid
GZ,6,11,10,29,Valid
GZ,6,11,11,20,Valid
GZ,6,11,12,20,Valid
GZ,6,11,13,22,Valid
GZ,6,11,14,15,Valid
GZ,6,11,15,10,Valid
GZ,6,11,16,11,Valid
GZ,6,11,17,9,Valid
GZ,6,11,18,6,Valid
GZ,6,11,19,12,Valid
GZ,6,11,20,16,Valid
GZ,6,11,21,25,Valid
GZ,6,11,22,24,Valid
GZ,6,11,23,20,Valid
GZ,6,12,0,17,Valid
GZ,6,12,1,24,Valid
GZ,6,12,2,25,Valid
GZ,6,12,3,23,Valid
GZ,6,12,4,23,Valid
GZ,6,12,5,23,Valid
GZ,6,12,6,19,Valid
GZ,6,12,7,31,Valid
GZ,6,12,8,52,Valid
GZ,6,12,9,50,Valid
GZ,6,12,10,55,Valid
GZ,6,12,11,43,Valid
GZ,6,12,12,42,Valid
GZ,6,12,13,55,Valid
GZ,6,12,14,24,Valid
GZ,6,12,15,7,Valid
GZ,6,12,16,6,Valid
GZ,6,12,17,15,Valid
GZ,6,12,18,16,Valid
GZ,6,12,19,22,Valid
GZ,6,12,20,32,Valid
GZ,6,12,21,40,Valid
GZ,6,12,22,36,Valid
GZ,6,12,23,36,Valid
GZ,6,13,0,29,Valid
GZ,6,13,1,35,Valid
GZ,6,13,2,39,Valid
GZ,6,13,3,35,Valid
GZ,6,13,4,41,Valid
GZ,6,13,5,52,Valid
GZ,6,13,6,45,Valid
GZ,6,13,7,41,Valid
GZ,6,13,8,32,Valid
GZ,6,13,9,22,Valid
GZ,6,13,10,15,Valid
GZ,6,13,11,21,Valid
GZ,6,13,12,26,Valid
GZ,6,13,13,25,Valid
GZ,6,13,14,10,Valid
GZ,6,13,15,14,Valid
GZ,6,13,16,11,Valid
GZ,6,13,17,19,Valid
GZ,6,13,18,23,Valid
GZ,6,13,19,31,Valid
GZ,6,13,20,31,Valid
GZ,6,13,21,15,Valid
GZ,6,13,22,6,Valid
GZ,6,13,23,9,Valid
GZ,6,14,0,16,Valid
GZ,6,14,1,18,Valid
GZ,6,14,2,19,Valid
GZ,6,14,3,12,Valid
GZ,6,14,4,10,Valid
GZ,6,14,5,18,Valid
GZ,6,14,6,17,Valid
GZ,6,14,7,10,Valid
GZ,6,14,8,11,Valid
GZ,6,14,9,8,Valid
GZ,6,14,10,17,Valid
GZ,6,14,11,15,Valid
GZ,6,14,12,19,Valid
GZ,6,14,13,9,Valid
GZ,6,14,14,14,Valid
GZ,6,14,15,17,Valid
GZ,6,14,16,15,Valid
GZ,6,14,17,11,Valid
GZ,6,14,18,11,Valid
GZ,6,14,19,20,Valid
GZ,6,14,20,14,Valid
GZ,6,14,21,12,Valid
GZ,6,14,22,8,Valid
GZ,6,14,23,10,Valid
GZ,6,15,0,16,Valid
GZ,6,15,1,9,Valid
GZ,6,15,2,12,Valid
GZ,6,15,3,8,Valid
GZ,6,15,4,5,Valid
GZ,6,15,5,3,Valid
GZ,6,15,6,6,Valid
GZ,6,15,7,6,Valid
GZ,6,15,8,17,Valid
GZ,6,15,9,16,Valid
GZ,6,15,10,12,Valid
GZ,6,15,11,14,Valid
GZ,6,15,12,20,Valid
GZ,6,15,13,17,Valid
GZ,6,15,14,10,Valid
GZ,6,15,15,13,Valid
GZ,6,15,16,15,Valid
GZ,6,15,17,17,Valid
GZ,6,15,18,11,Valid
GZ,6,15,19,17,Valid
GZ,6,15,20,16,Valid
GZ,6,15,21,15,Valid
GZ,6,15,22,14,Valid
GZ,6,15,23,17,Valid
GZ,6,16,0,14,Valid
GZ,6,16,1,14,Valid
GZ,6,16,2,9,Valid
GZ,6,16,3,11,Valid
GZ,6,16,4,14,Valid
GZ,6,16,5,14,Valid
GZ,6,16,6,21,Valid
GZ,6,16,7,19,Valid
GZ,6,16,8,15,Valid
GZ,6,16,9,15,Valid
GZ,6,16,10,14,Valid
GZ,6,16,11,20,Valid
GZ,6,16,12,22,Valid
GZ,6,16,13,21,Valid
GZ,6,16,14,29,Valid
GZ,6,16,15,19,Valid
GZ,6,16,16,22,Valid
GZ,6,16,17,14,Valid
GZ,6,16,18,12,Valid
GZ,6,16,19,21,Valid
GZ,6,16,20,29,Valid
GZ,6,16,21,40,Valid
GZ,6,16,22,27,Valid
GZ,6,16,23,19,Valid
GZ,6,17,0,14,Valid
GZ,6,17,1,16,Valid
GZ,6,17,2,15,Valid
GZ,6,17,3,14,Valid
GZ,6,17,4,14,Valid
GZ,6,17,5,14,Valid
GZ,6,17,6,15,Valid
GZ,6,17,7,13,Valid
GZ,6,17,8,16,Valid
GZ,6,17,9,15,Valid
GZ,6,17,10,13,Valid
GZ,6,17,11,11,Valid
GZ,6,17,12,22,Valid
GZ,6,17,13,15,Valid
GZ,6,17,14,14,Valid
GZ,6,17,15,16,Valid
GZ,6,17,16,17,Valid
GZ,6,17,17,13,Valid
GZ,6,17,18,18,Valid
GZ,6,17,19,19,Valid
GZ,6,17,20,12,Valid
GZ,6,17,21,12,Valid
GZ,6,17,22,18,Valid
GZ,6,17,23,11,Valid
GZ,6,18,0,9,Valid
GZ,6,18,1,8,Valid
GZ,6,18,2,8,Valid
GZ,6,18,3,9,Valid
GZ,6,18,4,6,Valid
GZ,6,18,5,6,Valid
GZ,6,18,6,6,Valid
GZ,6,18,7,6,Valid
GZ,6,18,8,9,Valid
GZ,6,18,9,16,Valid
GZ,6,18,10,17,Valid
GZ,6,18,11,19,Valid
GZ,6,18,12,18,Valid
GZ,6,18,13,25,Valid
GZ,6,18,14,24,Valid
GZ,6,18,15,22,Valid
GZ,6,18,16,19,Valid
GZ,6,18,17,22,Valid
GZ,6,18,18,27,Valid
GZ,6,18,19,29,Valid
GZ,6,18,20,21,Valid
GZ,6,18,21,21,Valid
GZ,6,18,22,27,Valid
GZ,6,18,23,17,Valid
GZ,6,19,0,8,Valid
GZ,6,19,1,15,Valid
GZ,6,19,2,12,Valid
GZ,6,19,3,6,Valid
GZ,6,19,4,3,Valid
GZ,6,19,5,5,Valid
GZ,6,19,6,3,Valid
GZ,6,19,7,5,Valid
GZ,6,19,8,7,Valid
GZ,6,19,9,8,Valid
GZ,6,19,10,14,Valid
GZ,6,19,11,13,Valid
GZ,6,19,12,17,Valid
GZ,6,19,13,15,Valid
GZ,6,19,14,22,Valid
GZ,6,19,15,15,Valid
GZ,6,19,16,16,Valid
GZ,6,19,17,27,Valid
GZ,6,19,18,14,Valid
GZ,6,19,19,17,Valid
GZ,6,19,20,19,Valid
GZ,6,19,21,13,Valid
GZ,6,19,22,16,Valid
GZ,6,19,23,17,Valid
GZ,6,20,0,17,Valid
GZ,6,20,1,18,Valid
GZ,6,20,2,14,Valid
GZ,6,20,3,15,Valid
GZ,6,20,4,14,Valid
GZ,6,20,5,15,Valid
GZ,6,20,6,18,Valid
GZ,6,20,7,9,Valid
GZ,6,20,8,10,Valid
GZ,6,20,9,8,Valid
GZ,6,20,10,10,Valid
GZ,6,20,11,20,Valid
GZ,6,20,12,21,Valid
GZ,6,20,13,17,Valid
GZ,6,20,14,17,Valid
GZ,6,20,15,12,Valid
GZ,6,20,16,10,Valid
GZ,6,20,17,6,Valid
GZ,6,20,18,6,Valid
GZ,6,20,19,10,Valid
GZ,6,20,20,15,Valid
GZ,6,20,21,8,Valid
GZ,6,20,22,12,Valid
GZ,6,20,23,10,Valid
GZ,6,21,0,7,Valid
GZ,6,21,1,5,Valid
GZ,6,21,2,13,Valid
GZ,6,21,3,13,Valid
GZ,6,21,4,21,Valid
GZ,6,21,5,25,Valid
GZ,6,21,6,15,Valid
GZ,6,21,7,16,Valid
GZ,6,21,8,8,Valid
GZ,6,21,9,15,Valid
GZ,6,21,10,12,Valid
GZ,6,21,11,22,Valid
GZ,6,21,12,18,Valid
GZ,6,21,13,5,Valid
GZ,6,21,14,7,Valid
GZ,6,21,15,15,Valid
GZ,6,21,16,16,Valid
GZ,6,21,17,16,Valid
GZ,6,21,18,5,Valid
GZ,6,21,19,11,Valid
GZ,6,21,20,16,Valid
GZ,6,21,21,11,Valid
GZ,6,21,22,13,Valid
GZ,6,21,23,9,Valid
GZ,6,22,0,9,Valid
GZ,6,22,1,7,Valid
GZ,6,22,2,6,Valid
GZ,6,22,3,5,Valid
GZ,6,22,4,3,Valid
GZ,6,22,5,9,Valid
GZ,6,22,6,9,Valid
GZ,6,22,7,9,Valid
GZ,6,22,8,13,Valid
GZ,6,22,9,15,Valid
GZ,6,22,10,12,Valid
GZ,6,22,11,11,Valid
GZ,6,22,12,10,Valid
GZ,6,22,13,6,Valid
GZ,6,22,14,6,Valid
GZ,6,22,15,11,Valid
GZ,6,22,16,9,Valid
GZ,6,22,17,10,Valid
GZ,6,22,18,7,Valid
GZ,6,22,19,9,Valid
GZ,6,22,20,15,Valid
GZ,6,22,21,22,Valid
GZ,6,22,22,16,Valid
GZ,6,22,23,11,Valid
GZ,6,23,0,12,Valid
GZ,6,23,1,15,Valid
GZ,6,23,2,15,Valid
GZ,6,23,3,8,Valid
GZ,6,23,4,8,Valid
GZ,6,23,5,6,Valid
GZ,6,23,6,6,Valid
GZ,6,23,7,13,Valid
GZ,6,23,8,12,Valid
GZ,6,23,9,10,Valid
GZ,6,23,10,8,Valid
GZ,6,23,11,7,Valid
GZ,6,23,12,7,Valid
GZ,6,23,13,10,Valid
GZ,6,23,14,6,Valid
GZ,6,23,15,9,Valid
GZ,6,23,16,7,Valid
GZ,6,23,17,7,Valid
GZ,6,23,18,15,Valid
GZ,6,23,19,21,Valid
GZ,6,23,20,16,Valid
GZ,6,23,21,11,Valid
GZ,6,23,22,7,Valid
GZ,6,23,23,6,Valid
GZ,6,24,0,6,Valid
GZ,6,24,1,13,Valid
GZ,6,24,2,20,Valid
GZ,6,24,3,20,Valid
GZ,6,24,4,20,Valid
GZ,6,24,5,21,Valid
GZ,6,24,6,3,Valid
GZ,6,24,7,6,Valid
GZ,6,24,8,5,Valid
GZ,6,24,9,8,Valid
GZ,6,24,10,9,Valid
GZ,6,24,11,5,Valid
GZ,6,24,12,5,Valid
GZ,6,24,13,9,Valid
GZ,6,24,14,11,Valid
GZ,6,24,15,13,Valid
GZ,6,24,16,18,Valid
GZ,6,24,17,41,Valid
GZ,6,24,18,27,Valid
GZ,6,24,19,18,Valid
GZ,6,24,20,18,Valid
GZ,6,24,21,15,Valid
GZ,6,24,22,12,Valid
GZ,6,24,23,11,Valid
GZ,6,25,0,15,Valid
GZ,6,25,1,14,Valid
GZ,6,25,2,24,Valid
GZ,6,25,3,22,Valid
GZ,6,25,4,30,Valid
GZ,6,25,5,27,Valid
GZ,6,25,6,29,Valid
GZ,6,25,7,20,Valid
GZ,6,25,8,22,Valid
GZ,6,25,9,16,Valid
GZ,6,25,10,13,Valid
GZ,6,25,11,15,Valid
GZ,6,25,12,27,Valid
GZ,6,25,13,18,Valid
GZ,6,25,14,25,Valid
GZ,6,25,15,21,Valid
GZ,6,25,16,23,Valid
GZ,6,25,17,24,Valid
GZ,6,25,18,26,Valid
GZ,6,25,19,27,Valid
GZ,6,25,20,22,Valid
GZ,6,25,21,24,Valid
GZ,6,25,22,20,Valid
GZ,6,25,23,21,Valid
GZ,6,26,0,20,Valid
GZ,6,26,1,16,Valid
GZ,6,26,2,17,Valid
GZ,6,26,3,19,Valid
GZ,6,26,4,23,Valid
GZ,6,26,5,20,Valid
GZ,6,26,6,21,Valid
GZ,6,26,7,22,Valid
GZ,6,26,8,18,Valid
GZ,6,26,9,14,Valid
GZ,6,26,10,84,Valid
GZ,6,26,11,-999,Missing
GZ,6,26,12,19,Valid
GZ,6,26,13,21,Valid
GZ,6,26,14,29,Valid
GZ,6,26,15,19,Valid
GZ,6,26,16,16,Valid
GZ,6,26,17,22,Valid
GZ,6,26,18,17,Valid
GZ,6,26,19,18,Valid
GZ,6,26,20,17,Valid
GZ,6,26,21,12,Valid
GZ,6,26,22,13,Valid
GZ,6,26,23,9,Valid
GZ,6,27,0,17,Valid
GZ,6,27,1,15,Valid
GZ,6,27,2,16,Valid
GZ,6,27,3,13,Valid
GZ,6,27,4,17,Valid
GZ,6,27,5,21,Valid
GZ,6,27,6,18,Valid
GZ,6,27,7,19,Valid
GZ,6,27,8,17,Valid
GZ,6,27,9,21,Valid
GZ,6,27,10,20,Valid
GZ,6,27,11,14,Valid
GZ,6,27,12,21,Valid
GZ,6,27,13,18,Valid
GZ,6,27,14,14,Valid
GZ,6,27,15,14,Valid
GZ,6,27,16,16,Valid
GZ,6,27,17,18,Valid
GZ,6,27,18,16,Valid
GZ,6,27,19,16,Valid
GZ,6,27,20,12,Valid
GZ,6,27,21,12,Valid
GZ,6,27,22,16,Valid
GZ,6,27,23,11,Valid
GZ,6,28,0,16,Valid
GZ,6,28,1,13,Valid
GZ,6,28,2,12,Valid
GZ,6,28,3,12,Valid
GZ,6,28,4,14,Valid
GZ,6,28,5,14,Valid
GZ,6,28,6,20,Valid
GZ,6,28,7,15,Valid
GZ,6,28,8,14,Valid
GZ,6,28,9,15,Valid
GZ,6,28,10,23,Valid
GZ,6,28,11,27,Valid
GZ,6,28,12,18,Valid
GZ,6,28,13,18,Valid
GZ,6,28,14,22,Valid
GZ,6,28,15,21,Valid
GZ,6,28,16,19,Valid
GZ,6,28,17,14,Valid
GZ,6,28,18,16,Valid
GZ,6,28,19,17,Valid
GZ,6,28,20,15,Valid
GZ,6,28,21,14,Valid
GZ,6,28,22,9,Valid
GZ,6,28,23,12,Valid
GZ,6,29,0,9,Valid
GZ,6,29,1,9,Valid
GZ,6,29,2,14,Valid
GZ,6,29,3,17,Valid
GZ,6,29,4,6,Valid
GZ,6,29,5,7,Valid
GZ,6,29,6,7,Valid
GZ,6,29,7,9,Valid
GZ,6,29,8,10,Valid
GZ,6,29,9,10,Valid
GZ,6,29,10,16,Valid
GZ,6,29,11,24,Valid
GZ,6,29,12,29,Valid
GZ,6,29,13,40,Valid
GZ,6,29,14,28,Valid
GZ,6,29,15,29,Valid
GZ,6,29,16,18,Valid
GZ,6,29,17,26,Valid
GZ,6,29,18,23,Valid
GZ,6,29,19,21,Valid
GZ,6,29,20,23,Valid
GZ,6,29,21,15,Valid
GZ,6,29,22,16,Valid
GZ,6,29,23,17,Valid
GZ,6,30,0,20,Valid
GZ,6,30,1,18,Valid
GZ,6,30,2,17,Valid
GZ,6,30,3,13,Valid
GZ,6,30,4,14,Valid
GZ,6,30,5,12,Valid
GZ,6,30,6,17,Valid
GZ,6,30,7,14,Valid
GZ,6,30,8,17,Valid
GZ,6,30,9,21,Valid
GZ,6,30,10,19,Valid
GZ,6,30,11,22,Valid
GZ,6,30,12,20,Valid
GZ,6,30,13,23,Valid
GZ,6,30,14,24,Valid
GZ,6,30,15,28,Valid
GZ,6,30,16,29,Valid
GZ,6,30,17,25,Valid
GZ,6,30,18,31,Valid
GZ,6,30,19,33,Valid
GZ,6,30,20,37,Valid
GZ,6,30,21,39,Valid
GZ,6,30,22,27,Valid
GZ,6,30,23,25,Valid
GZ,7,1,0,19,Valid
GZ,7,1,1,19,Valid
GZ,7,1,2,16,Valid
GZ,7,1,3,18,Valid
GZ,7,1,4,22,Valid
GZ,7,1,5,17,Valid
GZ,7,1,6,12,Valid
GZ,7,1,7,9,Valid
GZ,7,1,8,13,Valid
GZ,7,1,9,14,Valid
GZ,7,1,10,19,Valid
GZ,7,1,11,18,Valid
GZ,7,1,12,19,Valid
GZ,7,1,13,19,Valid
GZ,7,1,14,17,Valid
